"27-11-2024, 11:11:16",datasets,create,5
"27-11-2024, 11:11:00",datasets,read,1
"27-11-2024, 10:50:57",datasets,delete,5
"27-11-2024, 10:50:33",datasets,create,5
"27-11-2024, 10:50:03",datasets,read,1
"27-11-2024, 10:47:04",datasets,read,1
"27-11-2024, 04:16:30",datasets,delete,5
"27-11-2024, 04:15:38",datasets,create,5
"27-11-2024, 04:04:49",datasets,read,1
datetime,category,action,added_score
